instrument_id,asset_class,sub_asset_class,desk,book,notional,direction,maturity,currency,geography
INS-002814,Volatility,Macro,EM Credit,BOOK-060,7528479.531251193,1,2032-11-03 09:48:00.258077,AUD,APAC
INS-002815,FX,Commod,Volatility Trading,BOOK-079,6599284.708104757,-1,2033-11-11 09:48:00.258077,JPY,EMEA
INS-002816,Rates,Macro,G10 FX,BOOK-096,6083290.607906775,1,2026-05-18 09:48:00.258077,USD,LATAM
INS-002817,Commodities,Credit,Equity Derivatives,BOOK-055,8762640.865499066,-1,2027-01-10 09:48:00.258077,CAD,EMEA
INS-002818,Volatility,Commod,FX Options,BOOK-079,9451120.451525176,-1,2035-03-02 09:48:00.258077,GBP,LATAM
INS-002819,Rates,Options,Commodities,BOOK-026,4673715.0087370435,-1,2033-12-09 09:48:00.258077,GBP,EMEA
INS-002820,Commodities,Flow,Equity Derivatives,BOOK-043,4280788.325560955,-1,2032-04-18 09:48:00.258077,USD,US
INS-002821,Credit,Credit,Municipal,BOOK-042,9886274.889052538,1,2029-04-16 09:48:00.258077,GBP,EMEA
INS-002822,Commodities,Commod,G10 FX,BOOK-034,4062166.9037785106,1,2030-05-16 09:48:00.258077,EUR,LATAM
INS-002823,Rates,Macro,Equity Derivatives,BOOK-072,8868717.08455621,-1,2030-02-02 09:48:00.258077,USD,EMEA
INS-002824,Volatility,Commod,Commodities,BOOK-089,11542272.996885033,1,2030-07-02 09:48:00.258077,CHF,LATAM
INS-002825,Credit,Commod,Rates Macro,BOOK-033,11548087.008482836,1,2032-06-03 09:48:00.258077,CNY,APAC
INS-002826,Volatility,Macro,HY Credit,BOOK-014,9344681.476580229,1,2033-09-15 09:48:00.258077,EUR,APAC
INS-002827,Equities,Macro,Cross-Asset Vol,BOOK-083,9272023.788305301,1,2029-12-30 09:48:00.258077,USD,LATAM
INS-002828,Volatility,Credit,Cross-Asset Vol,BOOK-085,13129768.625491137,1,2034-06-16 09:48:00.258077,USD,APAC
INS-002829,Credit,Macro,EM Credit,BOOK-094,1664010.8427655732,-1,2027-02-03 09:48:00.258077,CHF,APAC
INS-002830,Rates,Credit,IG Credit,BOOK-026,6339160.809798412,1,2034-03-15 09:48:00.258077,AUD,US
INS-002831,Volatility,Macro,Rates Exotics,BOOK-072,9621229.622691503,1,2032-11-24 09:48:00.258077,GBP,APAC
INS-002832,Commodities,Credit,Municipal,BOOK-072,6656782.4803951075,1,2031-04-04 09:48:00.258077,USD,APAC
INS-002833,FX,Flow,HY Credit,BOOK-080,10599445.771517586,-1,2029-11-29 09:48:00.258077,USD,US
INS-002834,Credit,Macro,Securitized Products,BOOK-081,7401614.849224518,1,2029-11-15 09:48:00.258077,CHF,APAC
INS-002835,Equities,Macro,G10 FX,BOOK-096,7829359.650843994,-1,2029-10-07 09:48:00.258077,GBP,APAC
INS-002836,Credit,Macro,FX Options,BOOK-048,6813313.339385156,-1,2035-07-26 09:48:00.258077,GBP,EMEA
INS-002837,Volatility,Options,EM Rates,BOOK-008,6193722.602979848,-1,2026-06-17 09:48:00.258077,EUR,US
INS-002838,Volatility,Macro,Cross-Asset Vol,BOOK-020,6132225.092130871,-1,2032-06-24 09:48:00.258077,CNY,US
INS-002839,FX,Commod,Rates Exotics,BOOK-089,8177915.742091941,-1,2035-12-31 09:48:00.258077,GBP,US
INS-002840,Volatility,Credit,HY Credit,BOOK-085,5563587.585442833,-1,2031-08-02 09:48:00.258077,CAD,US
INS-002841,Equities,Flow,XVA,BOOK-002,9883012.208728218,-1,2032-07-12 09:48:00.258077,CAD,US
INS-002842,Commodities,Commod,HY Credit,BOOK-037,9133064.81150706,1,2032-02-15 09:48:00.258077,USD,APAC
INS-002843,Commodities,Credit,FX Options,BOOK-025,10248541.102424601,-1,2031-03-17 09:48:00.258077,EUR,EMEA
INS-002844,Equities,Credit,EM FX,BOOK-033,4677689.110017504,-1,2032-06-09 09:48:00.258077,CNY,US
INS-002845,Equities,Macro,Prime Finance,BOOK-064,3251308.6330338903,-1,2035-02-24 09:48:00.258077,CNY,US
INS-002846,Equities,Credit,Cash Equities,BOOK-052,7489535.610920591,1,2033-04-06 09:48:00.258077,JPY,APAC
INS-002847,Volatility,Options,Structured Solutions,BOOK-049,14747001.533898802,1,2034-08-13 09:48:00.258077,EUR,LATAM
INS-002848,Equities,Commod,EM Credit,BOOK-044,10665521.945236426,1,2031-09-05 09:48:00.258077,GBP,LATAM
INS-002849,FX,Options,FX Options,BOOK-065,6113884.228733217,1,2033-11-10 09:48:00.258077,CNY,LATAM
INS-002850,Equities,Credit,Volatility Trading,BOOK-069,8561280.336078353,-1,2034-11-14 09:48:00.258077,CAD,EMEA
INS-002851,FX,Flow,EM FX,BOOK-005,9318967.268609209,-1,2028-04-18 09:48:00.258077,USD,APAC
INS-002852,Equities,Macro,IG Credit,BOOK-014,4079029.3981678467,1,2034-09-19 09:48:00.258077,CAD,US
INS-002853,Rates,Macro,EM Credit,BOOK-035,10924064.672586512,-1,2032-12-31 09:48:00.258077,EUR,US
INS-002854,Rates,Commod,Equity Derivatives,BOOK-044,7081439.682947648,1,2030-07-30 09:48:00.258077,GBP,US
INS-002855,Commodities,Credit,FX Options,BOOK-100,7273297.888480349,1,2033-11-13 09:48:00.258077,JPY,US
INS-002856,Rates,Flow,Volatility Trading,BOOK-090,7559461.648584639,-1,2027-11-13 09:48:00.258077,GBP,EMEA
INS-002857,Credit,Credit,IG Credit,BOOK-065,10361350.348269736,1,2033-02-12 09:48:00.258077,CAD,US
INS-002858,Commodities,Macro,Prime Finance,BOOK-004,5612044.60449648,-1,2031-11-29 09:48:00.258077,EUR,LATAM
INS-002859,Commodities,Macro,IG Credit,BOOK-011,3232574.988038869,-1,2034-12-30 09:48:00.258077,CNY,APAC
INS-002860,Equities,Options,Cash Equities,BOOK-046,8307388.232250111,-1,2032-05-07 09:48:00.258077,CHF,APAC
INS-002861,FX,Credit,Structured Solutions,BOOK-059,2390854.7845671778,-1,2031-05-29 09:48:00.258077,GBP,US
INS-002862,Volatility,Commod,Securitized Products,BOOK-067,6747241.01216115,1,2031-05-20 09:48:00.258077,CNY,LATAM
INS-002863,Volatility,Credit,EM Credit,BOOK-015,10467185.724647045,-1,2031-09-11 09:48:00.258077,JPY,US
INS-002864,Credit,Flow,EM Rates,BOOK-089,8947734.758771846,1,2035-01-08 09:48:00.258077,JPY,LATAM
INS-002865,Rates,Commod,FX Options,BOOK-050,10105890.16431319,1,2033-12-23 09:48:00.258077,USD,APAC
INS-002866,Rates,Options,Securitized Products,BOOK-060,9050878.413007073,-1,2027-02-12 09:48:00.258077,CNY,US
INS-002867,FX,Commod,Cash Equities,BOOK-004,13525836.22195852,1,2031-06-22 09:48:00.258077,AUD,US
INS-002868,Rates,Macro,Equity Derivatives,BOOK-083,6029400.930857962,1,2029-01-16 09:48:00.258077,EUR,APAC
INS-002869,Volatility,Macro,Volatility Trading,BOOK-055,8495329.192520808,1,2027-10-29 09:48:00.258077,CNY,LATAM
INS-002870,FX,Macro,EM Rates,BOOK-023,6404698.821968374,1,2034-10-11 09:48:00.258077,AUD,EMEA
INS-002871,FX,Commod,FX Options,BOOK-032,9892003.174787177,-1,2034-09-10 09:48:00.258077,JPY,US
INS-002872,Volatility,Macro,G10 FX,BOOK-036,7346062.80987376,1,2035-07-04 09:48:00.258077,CNY,EMEA
INS-002873,Commodities,Commod,Securitized Products,BOOK-003,11797112.198610112,1,2030-02-05 09:48:00.258077,CHF,EMEA
INS-002874,FX,Credit,IG Credit,BOOK-095,6172960.111495059,-1,2030-06-01 09:48:00.258077,CAD,EMEA
INS-002875,Equities,Macro,EM Credit,BOOK-081,11017816.31429246,1,2033-11-27 09:48:00.258077,EUR,LATAM
INS-002876,Credit,Commod,Prime Finance,BOOK-089,8982848.826359928,-1,2028-02-08 09:48:00.258077,USD,EMEA
INS-002877,Credit,Macro,XVA,BOOK-036,7418847.327282549,1,2026-09-25 09:48:00.258077,CHF,US
INS-002878,Volatility,Macro,FX Options,BOOK-056,8856105.84464981,1,2030-05-12 09:48:00.258077,GBP,APAC
INS-002879,Volatility,Options,Structured Solutions,BOOK-046,8153160.96882298,-1,2032-06-06 09:48:00.258077,CNY,APAC
INS-002880,Volatility,Flow,EM FX,BOOK-048,8389886.700629525,-1,2030-09-19 09:48:00.258077,USD,APAC
INS-002881,Rates,Flow,HY Credit,BOOK-059,6982822.317264022,1,2028-04-15 09:48:00.258077,AUD,APAC
INS-002882,FX,Macro,EM Credit,BOOK-046,5746028.731112521,1,2031-05-06 09:48:00.258077,CHF,EMEA
INS-002883,Credit,Credit,HY Credit,BOOK-078,6662322.200093674,-1,2035-07-16 09:48:00.258077,CNY,EMEA
INS-002884,Rates,Macro,Rates Exotics,BOOK-006,3292137.5551294433,-1,2028-11-30 09:48:00.258077,CNY,US
INS-002885,Equities,Flow,Equity Derivatives,BOOK-020,9604870.831331564,-1,2030-02-28 09:48:00.258077,AUD,US
INS-002886,Rates,Options,EM Rates,BOOK-090,4412090.069561301,1,2029-04-17 09:48:00.258077,GBP,APAC
INS-002887,Volatility,Options,EM Rates,BOOK-089,6955882.361910751,-1,2029-02-07 09:48:00.258077,CAD,EMEA
INS-002888,Rates,Credit,XVA,BOOK-082,9120112.603702582,1,2032-09-10 09:48:00.258077,EUR,APAC
INS-002889,Rates,Flow,Cross-Asset Vol,BOOK-037,9598491.792749777,1,2029-11-28 09:48:00.258077,JPY,LATAM
INS-002890,FX,Credit,Structured Solutions,BOOK-046,3063370.1579069034,1,2032-05-10 09:48:00.258077,GBP,APAC
INS-002891,Rates,Credit,Structured Solutions,BOOK-003,7270379.811937305,1,2026-05-23 09:48:00.258077,GBP,US
INS-002892,Credit,Flow,Municipal,BOOK-028,8649361.748622056,-1,2032-10-03 09:48:00.258077,CHF,US
INS-002893,Equities,Flow,Rates Macro,BOOK-073,7630040.273155817,1,2027-03-29 09:48:00.258077,EUR,US
INS-002894,Volatility,Options,EM Rates,BOOK-035,10860187.394183861,-1,2029-12-07 09:48:00.258077,CHF,EMEA
INS-002895,FX,Options,Volatility Trading,BOOK-049,5445482.7502134945,-1,2034-11-04 09:48:00.258077,JPY,US
INS-002896,Credit,Macro,Securitized Products,BOOK-013,2377397.174524508,-1,2029-07-12 09:48:00.258077,EUR,LATAM
INS-002897,Credit,Options,Municipal,BOOK-050,9525815.041921303,-1,2033-02-10 09:48:00.258077,CHF,EMEA
INS-002898,Credit,Macro,FX Options,BOOK-073,6157284.700953781,1,2029-09-05 09:48:00.258077,AUD,APAC
INS-002899,Commodities,Options,FX Options,BOOK-058,3103648.5060350047,-1,2035-02-20 09:48:00.258077,CHF,US
INS-002900,FX,Commod,Prime Finance,BOOK-056,7103719.023583815,1,2035-08-16 09:48:00.258077,USD,US
INS-002901,Credit,Options,EM Rates,BOOK-092,10576394.939829253,1,2035-03-16 09:48:00.258077,CHF,US
INS-002902,Commodities,Credit,Equity Derivatives,BOOK-024,4341868.455468254,1,2030-02-10 09:48:00.258077,CHF,EMEA
INS-002903,Volatility,Flow,Cash Equities,BOOK-030,13339989.88486817,-1,2029-05-05 09:48:00.258077,CAD,EMEA
INS-002904,Credit,Commod,Securitized Products,BOOK-063,5405296.013658346,1,2032-03-15 09:48:00.258077,JPY,EMEA
INS-002905,Credit,Commod,EM Rates,BOOK-049,7717527.135314375,-1,2034-04-16 09:48:00.258077,USD,LATAM
INS-002906,Volatility,Commod,Equity Derivatives,BOOK-098,4452168.955380979,1,2031-05-18 09:48:00.258077,EUR,APAC
INS-002907,Credit,Credit,EM Credit,BOOK-006,7604025.871740036,-1,2033-07-05 09:48:00.258077,GBP,APAC
INS-002908,Volatility,Credit,XVA,BOOK-013,7165630.445603307,-1,2034-11-17 09:48:00.258077,CAD,US
INS-002909,Rates,Options,EM Rates,BOOK-035,3776265.244172282,-1,2033-08-25 09:48:00.258077,CAD,EMEA
INS-002910,Equities,Commod,Equity Derivatives,BOOK-046,14564567.422377275,-1,2029-11-08 09:48:00.258077,CAD,APAC
INS-002911,Rates,Commod,Cross-Asset Vol,BOOK-090,6261657.077453263,-1,2028-09-02 09:48:00.258077,GBP,APAC
INS-002912,Rates,Options,Equity Derivatives,BOOK-050,6263843.606734929,-1,2030-07-01 09:48:00.258077,JPY,LATAM
INS-002913,Equities,Macro,Commodities,BOOK-044,9922589.698384136,1,2031-11-24 09:48:00.258077,USD,EMEA
INS-002914,FX,Macro,EM Credit,BOOK-017,12035637.208371172,1,2034-07-19 09:48:00.258077,AUD,EMEA
INS-002915,Equities,Flow,Volatility Trading,BOOK-044,10316092.170010757,-1,2029-03-05 09:48:00.258077,GBP,LATAM
INS-002916,Equities,Macro,Equity Derivatives,BOOK-054,4497049.692433534,1,2027-10-16 09:48:00.258077,CHF,EMEA
INS-002917,Credit,Flow,Rates Exotics,BOOK-059,8034772.523736657,-1,2029-04-28 09:48:00.258077,JPY,APAC
INS-002918,Volatility,Macro,IG Credit,BOOK-061,2796568.7940375134,-1,2032-02-01 09:48:00.258077,GBP,US
INS-002919,Volatility,Commod,FX Options,BOOK-043,9754262.70330589,-1,2028-06-30 09:48:00.258077,EUR,US
INS-002920,Equities,Macro,Prime Finance,BOOK-016,3412029.653673845,1,2030-02-27 09:48:00.258077,CNY,US
INS-002921,FX,Credit,Equity Derivatives,BOOK-016,5491996.6909769075,1,2028-09-27 09:48:00.258077,USD,EMEA
INS-002922,Commodities,Flow,EM FX,BOOK-016,7491996.2399217235,-1,2035-12-19 09:48:00.258077,CNY,LATAM
INS-002923,Rates,Macro,Prime Finance,BOOK-062,8612516.40285253,1,2031-04-11 09:48:00.258077,USD,US
INS-002924,Credit,Credit,EM FX,BOOK-086,6847663.441511703,-1,2033-05-06 09:48:00.258077,USD,LATAM
INS-002925,Equities,Commod,Rates Exotics,BOOK-089,11297709.191832203,1,2031-05-09 09:48:00.258077,CNY,LATAM
INS-002926,FX,Credit,Volatility Trading,BOOK-032,9308098.955480698,1,2026-04-20 09:48:00.258077,CNY,US
INS-002927,Credit,Commod,Structured Solutions,BOOK-008,9111811.88516052,1,2028-10-23 09:48:00.258077,CNY,US
INS-002928,FX,Options,Equity Derivatives,BOOK-064,4426497.745038341,1,2034-07-07 09:48:00.258077,AUD,LATAM
INS-002929,FX,Credit,Equity Derivatives,BOOK-004,11748419.743863506,-1,2031-04-06 09:48:00.258077,JPY,APAC
INS-002930,Credit,Macro,Equity Derivatives,BOOK-063,5492337.139303721,-1,2033-03-01 09:48:00.258077,USD,US
INS-002931,FX,Commod,IG Credit,BOOK-039,11843856.082467735,1,2033-09-29 09:48:00.258077,CHF,LATAM
INS-002932,Commodities,Credit,Rates Macro,BOOK-084,12555487.642313927,-1,2031-10-03 09:48:00.258077,CHF,APAC
INS-002933,Rates,Flow,Rates Macro,BOOK-063,8781641.330909438,1,2031-12-02 09:48:00.258077,CAD,APAC
INS-002934,Equities,Flow,HY Credit,BOOK-074,10080032.744198551,-1,2028-07-14 09:48:00.258077,USD,APAC
INS-002935,Commodities,Credit,Rates Macro,BOOK-041,250000.0,-1,2028-08-31 09:48:00.258077,USD,US
INS-002936,FX,Macro,IG Credit,BOOK-085,7012493.961274057,-1,2027-09-04 09:48:00.258077,CHF,EMEA
INS-002937,Commodities,Commod,EM Rates,BOOK-053,10255414.099798849,-1,2029-02-22 09:48:00.258077,AUD,US
INS-002938,Commodities,Flow,Rates Macro,BOOK-063,9811275.670785211,-1,2032-06-03 09:48:00.258077,CNY,APAC
INS-002939,Volatility,Macro,EM Rates,BOOK-037,4450691.654750306,1,2035-05-25 09:48:00.258077,CHF,LATAM
INS-002940,FX,Flow,EM Rates,BOOK-045,6765694.900330315,1,2030-07-22 09:48:00.258077,GBP,APAC
INS-002941,Commodities,Commod,Structured Solutions,BOOK-085,1159086.2369971334,-1,2032-02-29 09:48:00.258077,JPY,APAC
INS-002942,Volatility,Flow,EM Rates,BOOK-040,8532482.100431884,-1,2034-09-26 09:48:00.258077,CHF,US
INS-002943,Commodities,Options,Municipal,BOOK-003,2791678.996932941,-1,2032-11-28 09:48:00.258077,CHF,APAC
INS-002944,FX,Commod,Rates Exotics,BOOK-038,10326194.60696893,-1,2028-10-17 09:48:00.258077,EUR,LATAM
INS-002945,Commodities,Macro,EM FX,BOOK-040,10456812.151793523,1,2028-12-24 09:48:00.258077,JPY,US
INS-002946,Rates,Credit,IG Credit,BOOK-042,6314082.963983754,1,2032-07-06 09:48:00.258077,CHF,US
INS-002947,Credit,Flow,Prime Finance,BOOK-008,8803189.826135222,-1,2029-01-17 09:48:00.258077,AUD,APAC
INS-002948,Equities,Credit,EM Credit,BOOK-013,6957253.1898487285,1,2028-08-29 09:48:00.258077,AUD,US
INS-002949,Credit,Macro,Cross-Asset Vol,BOOK-033,8104770.987537165,1,2032-01-23 09:48:00.258077,AUD,US
INS-002950,Credit,Macro,EM Rates,BOOK-043,4631851.441892126,-1,2032-07-02 09:48:00.258077,EUR,LATAM
INS-002951,Rates,Credit,HY Credit,BOOK-003,9056231.558099773,1,2028-09-14 09:48:00.258077,JPY,US
INS-002952,Credit,Commod,HY Credit,BOOK-039,3397036.924438959,-1,2026-09-04 09:48:00.258077,CHF,EMEA
INS-002953,Volatility,Commod,Rates Exotics,BOOK-033,2925174.5941765457,-1,2033-10-22 09:48:00.258077,CNY,EMEA
INS-002954,Equities,Credit,Commodities,BOOK-004,7195179.20833252,1,2030-01-28 09:48:00.258077,GBP,EMEA
INS-002955,FX,Options,Volatility Trading,BOOK-026,6971891.800971801,-1,2032-06-20 09:48:00.258077,CNY,EMEA
INS-002956,Volatility,Macro,EM FX,BOOK-028,8180754.326379376,-1,2027-11-28 09:48:00.258077,CAD,EMEA
INS-002957,Rates,Flow,Securitized Products,BOOK-015,5876231.274409178,-1,2029-04-24 09:48:00.258077,CAD,LATAM
INS-002958,Equities,Credit,Municipal,BOOK-076,12214229.164463973,-1,2032-03-14 09:48:00.258077,CAD,US
INS-002959,Credit,Flow,Cash Equities,BOOK-008,7901512.473448605,1,2027-06-05 09:48:00.258077,AUD,US
INS-002960,Equities,Options,Cross-Asset Vol,BOOK-058,8082204.446290564,-1,2029-05-02 09:48:00.258077,CAD,EMEA
INS-002961,Volatility,Macro,G10 FX,BOOK-067,7993084.693517614,-1,2033-04-27 09:48:00.258077,CAD,LATAM
INS-002962,Equities,Options,Cross-Asset Vol,BOOK-081,10007274.672370195,1,2033-11-03 09:48:00.258077,JPY,EMEA
INS-002963,Volatility,Flow,Securitized Products,BOOK-055,8940043.536211161,1,2029-09-10 09:48:00.258077,JPY,US
INS-002964,Rates,Macro,Equity Derivatives,BOOK-055,8605044.749270698,1,2027-05-01 09:48:00.258077,CHF,APAC
INS-002965,Commodities,Macro,FX Options,BOOK-077,9339960.262163976,1,2026-06-15 09:48:00.258077,AUD,APAC
INS-002966,Credit,Options,Cash Equities,BOOK-086,2938463.4073820217,1,2031-09-16 09:48:00.258077,CAD,EMEA
INS-002967,FX,Flow,Municipal,BOOK-022,3032880.8735355567,-1,2033-01-25 09:48:00.258077,CNY,US
INS-002968,FX,Macro,EM FX,BOOK-080,7309853.136746391,-1,2032-01-30 09:48:00.258077,CAD,LATAM
INS-002969,Commodities,Options,Equity Derivatives,BOOK-047,7005815.293295245,-1,2030-03-18 09:48:00.258077,JPY,LATAM
INS-002970,Credit,Macro,Cash Equities,BOOK-010,8949524.61012052,-1,2026-06-01 09:48:00.258077,CHF,LATAM
INS-002971,Credit,Macro,EM FX,BOOK-062,7550042.255458764,1,2028-06-08 09:48:00.258077,CHF,LATAM
INS-002972,Rates,Macro,IG Credit,BOOK-098,8954662.336135527,1,2026-07-21 09:48:00.258077,AUD,EMEA
INS-002973,Credit,Options,EM Rates,BOOK-015,4386011.826096785,-1,2030-10-11 09:48:00.258077,GBP,EMEA
INS-002974,Volatility,Commod,FX Options,BOOK-002,7473138.573978263,-1,2029-04-01 09:48:00.258077,EUR,LATAM
INS-002975,Rates,Flow,Structured Solutions,BOOK-092,4147358.1551055396,-1,2026-11-24 09:48:00.258077,EUR,EMEA
INS-002976,Equities,Flow,EM FX,BOOK-060,8467144.835928502,1,2032-03-25 09:48:00.258077,USD,LATAM
INS-002977,Equities,Flow,EM FX,BOOK-022,2804287.3940916983,1,2029-11-12 09:48:00.258077,CAD,APAC
INS-002978,Volatility,Flow,Cross-Asset Vol,BOOK-080,8370775.246352199,-1,2035-09-26 09:48:00.258077,CNY,LATAM
INS-002979,FX,Credit,Equity Derivatives,BOOK-040,3827501.5477572195,1,2030-05-01 09:48:00.258077,CHF,US
INS-002980,Equities,Flow,Rates Exotics,BOOK-034,6541180.516945511,1,2027-02-04 09:48:00.258077,USD,APAC
INS-002981,Commodities,Credit,Commodities,BOOK-029,9737319.228623122,1,2033-03-08 09:48:00.258077,GBP,LATAM
INS-002982,Rates,Commod,Rates Macro,BOOK-060,8068449.971496044,-1,2033-03-01 09:48:00.258077,CNY,US
INS-002983,Commodities,Commod,IG Credit,BOOK-014,3385849.4406892476,1,2035-05-28 09:48:00.258077,USD,APAC
INS-002984,Commodities,Options,EM Credit,BOOK-037,5819015.38826494,-1,2033-01-22 09:48:00.258077,CHF,US
INS-002985,Commodities,Credit,Cash Equities,BOOK-031,3746553.686307995,1,2029-10-12 09:48:00.258077,JPY,LATAM
INS-002986,Credit,Commod,Prime Finance,BOOK-007,3263103.7509870166,-1,2032-10-30 09:48:00.258077,CNY,LATAM
INS-002987,Commodities,Credit,Volatility Trading,BOOK-077,7794157.940334936,1,2034-02-08 09:48:00.258077,CHF,US
INS-002988,Commodities,Flow,IG Credit,BOOK-001,8900745.858900258,1,2031-04-24 09:48:00.258077,CHF,APAC
INS-002989,Volatility,Macro,FX Options,BOOK-096,8601514.801789224,1,2034-01-26 09:48:00.258077,CAD,EMEA
INS-002990,Equities,Macro,EM Rates,BOOK-010,9006567.037199378,1,2035-10-11 09:48:00.258077,AUD,LATAM
INS-002991,Equities,Commod,IG Credit,BOOK-036,7470222.872785454,-1,2033-09-04 09:48:00.258077,CHF,EMEA
INS-002992,Credit,Options,Equity Derivatives,BOOK-010,6816524.453125081,1,2031-03-03 09:48:00.258077,CAD,APAC
INS-002993,FX,Flow,Cross-Asset Vol,BOOK-037,4817326.682344214,-1,2031-01-30 09:48:00.258077,AUD,US
INS-002994,Volatility,Flow,EM FX,BOOK-062,6399800.820623753,-1,2034-07-03 09:48:00.258077,CHF,US
INS-002995,Commodities,Flow,XVA,BOOK-009,4196629.036684574,1,2034-11-05 09:48:00.258077,CAD,LATAM
INS-002996,Credit,Commod,Commodities,BOOK-053,5387086.182182701,1,2028-10-18 09:48:00.258077,GBP,EMEA
INS-002997,FX,Credit,XVA,BOOK-078,7722317.176095105,-1,2026-04-17 09:48:00.258077,GBP,LATAM
INS-002998,Equities,Commod,IG Credit,BOOK-046,7205484.781147694,-1,2034-03-09 09:48:00.258077,USD,LATAM
INS-002999,Equities,Flow,Structured Solutions,BOOK-012,15161820.09473694,-1,2028-07-14 09:48:00.258077,CAD,LATAM
INS-003000,Credit,Options,EM Rates,BOOK-070,4135511.0062374813,-1,2036-01-27 09:48:00.258077,GBP,US
INS-003001,Commodities,Macro,IG Credit,BOOK-019,7187253.197920545,-1,2026-07-21 09:48:00.258077,AUD,US
INS-003002,Commodities,Commod,Equity Derivatives,BOOK-002,3940669.7219906896,1,2035-03-20 09:48:00.258077,CNY,APAC
INS-003003,Volatility,Options,Volatility Trading,BOOK-044,6530535.310075123,-1,2032-11-30 09:48:00.258077,CNY,LATAM
INS-003004,Volatility,Options,FX Options,BOOK-028,6632267.044712039,1,2029-03-17 09:48:00.258077,GBP,LATAM
INS-003005,Commodities,Options,Equity Derivatives,BOOK-003,9612200.065582845,-1,2026-07-16 09:48:00.258077,CAD,APAC
INS-003006,Equities,Flow,Securitized Products,BOOK-078,6375833.651955197,1,2034-08-01 09:48:00.258077,AUD,US
INS-003007,Credit,Commod,FX Options,BOOK-060,7021700.999859603,1,2027-05-19 09:48:00.258077,CHF,APAC
INS-003008,Equities,Options,EM FX,BOOK-091,6424205.0938194515,-1,2027-02-20 09:48:00.258077,CHF,EMEA
INS-003009,Credit,Credit,Cross-Asset Vol,BOOK-049,3997370.6398569774,-1,2034-01-09 09:48:00.258077,JPY,LATAM
INS-003010,Commodities,Macro,Rates Macro,BOOK-044,5869744.070517232,-1,2032-11-29 09:48:00.258077,GBP,APAC
INS-003011,Equities,Flow,FX Options,BOOK-085,6545158.212290456,-1,2027-06-17 09:48:00.258077,CHF,US
INS-003012,Credit,Commod,Commodities,BOOK-009,7684564.708515962,1,2029-08-02 09:48:00.258077,CNY,LATAM
INS-003013,Rates,Macro,FX Options,BOOK-037,8897368.218062064,1,2032-10-19 09:48:00.258077,EUR,LATAM
INS-003014,Commodities,Macro,Securitized Products,BOOK-080,6913508.7257224275,-1,2032-09-21 09:48:00.258077,USD,APAC
INS-003015,Equities,Commod,Prime Finance,BOOK-030,6869559.340046633,1,2029-10-14 09:48:00.258077,USD,LATAM
INS-003016,Equities,Flow,FX Options,BOOK-089,3197967.1037823674,1,2030-04-13 09:48:00.258077,CHF,US
INS-003017,Credit,Flow,Municipal,BOOK-029,8849336.293140877,-1,2026-12-26 09:48:00.258077,GBP,EMEA
INS-003018,FX,Options,Prime Finance,BOOK-042,5760255.282124898,1,2026-04-14 09:48:00.258077,JPY,US
INS-003019,Credit,Macro,Municipal,BOOK-090,9367808.095574439,1,2035-10-14 09:48:00.258077,CNY,EMEA
INS-003020,Commodities,Macro,HY Credit,BOOK-025,10791099.869635489,-1,2028-06-27 09:48:00.258077,USD,EMEA
INS-003021,Equities,Macro,EM FX,BOOK-097,7030212.433267487,1,2035-05-21 09:48:00.258077,EUR,EMEA
INS-003022,Rates,Macro,Equity Derivatives,BOOK-005,4941721.7980852695,-1,2026-08-13 09:48:00.258077,EUR,EMEA
INS-003023,Equities,Macro,EM Rates,BOOK-027,7458253.467284255,1,2036-01-03 09:48:00.258077,JPY,APAC
INS-003024,FX,Credit,Structured Solutions,BOOK-060,8371754.995046596,1,2030-06-06 09:48:00.258077,CAD,US
INS-003025,Equities,Flow,Rates Exotics,BOOK-060,6711199.996883198,1,2034-03-09 09:48:00.258077,EUR,EMEA
INS-003026,Credit,Macro,EM FX,BOOK-091,6089903.97655169,-1,2034-07-10 09:48:00.258077,USD,LATAM
INS-003027,Rates,Macro,XVA,BOOK-096,8908830.526743535,-1,2029-09-07 09:48:00.258077,USD,APAC
INS-003028,Commodities,Options,Prime Finance,BOOK-068,8743945.686735488,-1,2033-07-05 09:48:00.258077,AUD,US
INS-003029,FX,Commod,Securitized Products,BOOK-066,6634275.899182105,1,2029-07-04 09:48:00.258077,USD,EMEA
INS-003030,Volatility,Flow,EM FX,BOOK-032,3364834.5868482753,-1,2034-01-05 09:48:00.258077,CAD,LATAM
INS-003031,Commodities,Macro,Rates Exotics,BOOK-081,8640945.46344863,1,2035-09-13 09:48:00.258077,CHF,US
INS-003032,FX,Flow,Cash Equities,BOOK-065,5581682.016396559,-1,2034-03-13 09:48:00.258077,USD,LATAM
INS-003033,Credit,Options,EM Credit,BOOK-003,8035852.688425773,-1,2033-05-29 09:48:00.258077,CHF,EMEA
INS-003034,Rates,Macro,Volatility Trading,BOOK-084,7877893.079197592,1,2029-11-18 09:48:00.258077,GBP,APAC
INS-003035,Rates,Commod,Securitized Products,BOOK-036,2777631.432393337,1,2027-04-10 09:48:00.258077,CHF,EMEA
INS-003036,Volatility,Credit,Volatility Trading,BOOK-048,7702704.2110289335,1,2031-03-18 09:48:00.258077,EUR,APAC
INS-003037,Commodities,Flow,Volatility Trading,BOOK-049,8786331.31343614,-1,2027-06-25 09:48:00.258077,CAD,LATAM
