driver_id,asset_class,level,as_of,source
DRV-0009562,Equities,71.71314917701451,2026-02-10 09:48:00.294055,Internal
DRV-0009563,Volatility,140.01684532715288,2026-02-10 09:48:00.294055,Internal
DRV-0009564,Commodities,87.07231274510048,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009565,Commodities,106.17117430514091,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009566,FX,113.50656883752801,2026-02-11 09:48:00.294055,Internal
DRV-0009567,FX,138.50562266345509,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009568,FX,118.02687739595218,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009569,FX,133.6373242363451,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009570,Volatility,112.30620602058848,2026-02-11 09:48:00.294055,Internal
DRV-0009571,Volatility,84.97113572785806,2026-02-10 09:48:00.294055,Internal
DRV-0009572,Volatility,81.56988349643487,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009573,Volatility,159.9034487091016,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009574,Volatility,45.74208787676129,2026-02-11 09:48:00.294055,Internal
DRV-0009575,Rates,1.712389361344584,2026-02-08 09:48:00.294055,Refinitiv
DRV-0009576,Rates,2.723030524539865,2026-02-10 09:48:00.294055,Internal
DRV-0009577,Credit,133.43528947594064,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009578,Commodities,-3.9922666784953886,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009579,Commodities,93.1466061458096,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009580,Credit,38.18482368347452,2026-02-10 09:48:00.294055,Internal
DRV-0009581,Volatility,98.74779579972,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009582,Volatility,88.47763165094878,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009583,Rates,1.9832341624038303,2026-02-09 09:48:00.294055,Refinitiv
DRV-0009584,Credit,97.03226511352074,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009585,FX,121.15782595871407,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009586,Commodities,127.04579105758204,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009587,Commodities,65.91944699387633,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009588,Commodities,51.79016976989141,2026-02-10 09:48:00.294055,Internal
DRV-0009589,Equities,91.64838737109002,2026-02-09 09:48:00.294055,Refinitiv
DRV-0009590,Commodities,66.95411112600034,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009591,Equities,121.11356865847804,2026-02-11 09:48:00.294055,Internal
DRV-0009592,Commodities,79.25810046091492,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009593,Equities,66.13676184714713,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009594,Rates,3.4585215876357362,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009595,Credit,73.81620212206826,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009596,Rates,2.3274788924457517,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009597,FX,45.94277845570834,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009598,Volatility,115.58781628290984,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009599,Equities,60.91214054492195,2026-02-11 09:48:00.294055,Internal
DRV-0009600,Volatility,161.59080244719217,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009601,Commodities,160.27749220334164,2026-02-10 09:48:00.294055,Internal
DRV-0009602,Commodities,111.64017805183427,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009603,Credit,78.7046053989459,2026-02-11 09:48:00.294055,Internal
DRV-0009604,Rates,2.8603538555543913,2026-02-08 09:48:00.294055,Bloomberg
DRV-0009605,Equities,85.32881053311102,2026-02-11 09:48:00.294055,Internal
DRV-0009606,FX,102.96202840113266,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009607,Credit,86.82794132024402,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009608,Equities,173.78964827982693,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009609,FX,109.0263244679783,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009610,Equities,131.5939311008412,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009611,Volatility,139.86886481552258,2026-02-11 09:48:00.294055,Internal
DRV-0009612,Credit,129.67174350091776,2026-02-11 09:48:00.294055,Internal
DRV-0009613,Credit,141.47591307367483,2026-02-10 09:48:00.294055,Internal
DRV-0009614,Commodities,106.31699497354816,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009615,Volatility,54.47805715374704,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009616,FX,127.7570986092499,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009617,Equities,77.16017506850139,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009618,Rates,2.9116797983075147,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009619,Volatility,120.25041068082113,2026-02-11 09:48:00.294055,Internal
DRV-0009620,FX,160.36445166795636,2026-02-11 09:48:00.294055,Internal
DRV-0009621,Equities,108.54611071390757,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009622,Volatility,-0.7028583267033972,2026-02-08 09:48:00.294055,Bloomberg
DRV-0009623,Credit,99.17162220123465,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009624,Credit,131.17878306386498,2026-02-11 09:48:00.294055,Internal
DRV-0009625,Equities,125.13285723133757,2026-02-09 09:48:00.294055,Refinitiv
DRV-0009626,Equities,97.38628859997381,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009627,Volatility,59.75485850068117,2026-02-08 09:48:00.294055,Refinitiv
DRV-0009628,Credit,103.81184514465161,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009629,Rates,1.4562648209255282,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009630,Volatility,101.90852695305854,2026-02-11 09:48:00.294055,Internal
DRV-0009631,Equities,72.36412444956079,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009632,FX,60.55658482457866,2026-02-11 09:48:00.294055,Internal
DRV-0009633,Credit,110.2433715469933,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009634,Credit,64.87345602275667,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009635,Credit,114.73993779662626,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009636,Volatility,107.65768084533904,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009637,Rates,3.055296584893969,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009638,Equities,42.44624804087175,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009639,Volatility,130.37141755401618,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009640,Rates,1.031168605476411,2026-02-09 09:48:00.294055,Bloomberg
DRV-0009641,Rates,2.1862651783808085,2026-02-11 09:48:00.294055,Internal
DRV-0009642,Rates,3.3402146223391016,2026-02-09 09:48:00.294055,Refinitiv
DRV-0009643,Credit,64.39522431039097,2026-02-11 09:48:00.294055,Internal
DRV-0009644,Credit,84.24364063626834,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009645,Credit,135.56858097692282,2026-02-08 09:48:00.294055,Bloomberg
DRV-0009646,FX,62.38624204274956,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009647,Equities,33.690637569862325,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009648,Rates,4.137303520317209,2026-02-10 09:48:00.294055,Internal
DRV-0009649,Commodities,132.5989860062606,2026-02-10 09:48:00.294055,Internal
DRV-0009650,Rates,1.611357817516691,2026-02-09 09:48:00.294055,Bloomberg
DRV-0009651,FX,40.02086093023875,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009652,Credit,90.0554261111122,2026-02-11 09:48:00.294055,Internal
DRV-0009653,Commodities,96.92707322582865,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009654,Credit,15.539234581714794,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009655,Commodities,125.5287351005321,2026-02-11 09:48:00.294055,Internal
DRV-0009656,FX,80.83751916228655,2026-02-10 09:48:00.294055,Internal
DRV-0009657,Equities,156.69165375821353,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009658,FX,36.43661151731351,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009659,Credit,22.60346634992477,2026-02-11 09:48:00.294055,Internal
DRV-0009660,FX,51.60216912815036,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009661,FX,9.214179891956878,2026-02-11 09:48:00.294055,Internal
DRV-0009662,FX,45.01358404390804,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009663,Rates,1.7518001876779308,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009664,Credit,63.55458438921873,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009665,Rates,4.395535370666691,2026-02-11 09:48:00.294055,Internal
DRV-0009666,Equities,132.7651766223352,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009667,Commodities,102.0028607994675,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009668,Volatility,110.9726556220676,2026-02-09 09:48:00.294055,Internal
DRV-0009669,Commodities,42.96211733165802,2026-02-11 09:48:00.294055,Internal
DRV-0009670,FX,25.53283265758874,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009671,Commodities,127.49523480713354,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009672,FX,62.76952642610033,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009673,Commodities,168.92238317509583,2026-02-11 09:48:00.294055,Internal
DRV-0009674,Credit,99.97859158783139,2026-02-11 09:48:00.294055,Internal
DRV-0009675,Equities,91.53394291526568,2026-02-10 09:48:00.294055,Internal
DRV-0009676,Volatility,140.21338722152103,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009677,FX,42.99821926638888,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009678,Equities,89.16673006543917,2026-02-10 09:48:00.294055,Internal
DRV-0009679,Credit,151.94126217531743,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009680,Volatility,77.00838444222421,2026-02-09 09:48:00.294055,Internal
DRV-0009681,Commodities,108.88755491154785,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009682,Equities,74.27239238207652,2026-02-09 09:48:00.294055,Internal
DRV-0009683,Commodities,56.41379036454442,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009684,Rates,1.782040806995827,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009685,Commodities,90.06217658438659,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009686,Rates,1.7404271914115657,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009687,Equities,108.86020858564206,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009688,Credit,58.520932893741474,2026-02-11 09:48:00.294055,Internal
DRV-0009689,Rates,1.4583058435789515,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009690,Equities,88.92097739053196,2026-02-11 09:48:00.294055,Internal
DRV-0009691,Volatility,151.99180912345327,2026-02-09 09:48:00.294055,Internal
DRV-0009692,Equities,132.73992824999544,2026-02-09 09:48:00.294055,Refinitiv
DRV-0009693,Rates,1.493042126469292,2026-02-11 09:48:00.294055,Internal
DRV-0009694,Credit,118.08713080426541,2026-02-08 09:48:00.294055,Internal
DRV-0009695,Rates,3.4975359224305436,2026-02-11 09:48:00.294055,Internal
DRV-0009696,Credit,161.72564827634065,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009697,Rates,1.788702586029112,2026-02-10 09:48:00.294055,Internal
DRV-0009698,FX,75.24739588949198,2026-02-11 09:48:00.294055,Internal
DRV-0009699,Rates,1.5473450151726138,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009700,FX,44.252946167059406,2026-02-11 09:48:00.294055,Internal
DRV-0009701,Equities,129.71111514370548,2026-02-10 09:48:00.294055,Internal
DRV-0009702,Volatility,76.18097238879713,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009703,FX,89.91560778557242,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009704,Commodities,128.31301107243596,2026-02-11 09:48:00.294055,Internal
DRV-0009705,Rates,2.5366387334133957,2026-02-10 09:48:00.294055,Internal
DRV-0009706,Volatility,54.99969908608057,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009707,Credit,175.5505010039279,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009708,Equities,64.1014446182879,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009709,Credit,79.36873873316571,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009710,Commodities,115.43569210193026,2026-02-11 09:48:00.294055,Internal
DRV-0009711,Rates,2.60598293021837,2026-02-11 09:48:00.294055,Internal
DRV-0009712,Volatility,202.50750543042082,2026-02-11 09:48:00.294055,Internal
DRV-0009713,FX,112.61303787699858,2026-02-09 09:48:00.294055,Refinitiv
DRV-0009714,Commodities,105.8546664211695,2026-02-11 09:48:00.294055,Internal
DRV-0009715,Volatility,12.297490238379286,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009716,Rates,3.469740100525648,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009717,FX,57.186814146707746,2026-02-11 09:48:00.294055,Internal
DRV-0009718,Credit,153.58184299382683,2026-02-10 09:48:00.294055,Internal
DRV-0009719,Volatility,150.60926705369312,2026-02-11 09:48:00.294055,Internal
DRV-0009720,Credit,62.21505185768129,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009721,FX,90.72983887459888,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009722,Volatility,94.37194283836273,2026-02-11 09:48:00.294055,Internal
DRV-0009723,Volatility,82.68232176326765,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009724,Volatility,134.90602889255194,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009725,Credit,100.49828616513176,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009726,Commodities,48.02620728094802,2026-02-11 09:48:00.294055,Internal
DRV-0009727,FX,195.7673168651697,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009728,Volatility,170.6608689888343,2026-02-10 09:48:00.294055,Internal
DRV-0009729,FX,75.81290773468398,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009730,FX,88.40941243799912,2026-02-11 09:48:00.294055,Internal
DRV-0009731,Volatility,177.028129601802,2026-02-11 09:48:00.294055,Internal
DRV-0009732,Volatility,58.67765943452466,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009733,Equities,75.49327599207312,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009734,Rates,3.393796250685803,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009735,Equities,89.93126085459812,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009736,FX,-32.46872156071454,2026-02-10 09:48:00.294055,Internal
DRV-0009737,Volatility,76.96706538382328,2026-02-09 09:48:00.294055,Refinitiv
DRV-0009738,Equities,162.48570719800495,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009739,Commodities,141.94839701596004,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009740,Commodities,92.9086518888198,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009741,Commodities,80.56482890177851,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009742,Equities,84.29763029078231,2026-02-11 09:48:00.294055,Internal
DRV-0009743,Volatility,84.1929670242675,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009744,FX,105.13823947912024,2026-02-09 09:48:00.294055,Internal
DRV-0009745,Credit,123.95024141749468,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009746,Volatility,113.8269825840609,2026-02-09 09:48:00.294055,Internal
DRV-0009747,Volatility,80.82408858500804,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009748,Volatility,60.6028433042718,2026-02-08 09:48:00.294055,Refinitiv
DRV-0009749,Credit,31.75811471417303,2026-02-11 09:48:00.294055,Internal
DRV-0009750,Credit,126.562650746374,2026-02-11 09:48:00.294055,Internal
DRV-0009751,Rates,2.556093205291641,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009752,Volatility,98.4557139304407,2026-02-11 09:48:00.294055,Internal
DRV-0009753,Volatility,90.72733552241915,2026-02-09 09:48:00.294055,Internal
DRV-0009754,Credit,107.7872810968574,2026-02-09 09:48:00.294055,Refinitiv
DRV-0009755,FX,68.26643928890336,2026-02-10 09:48:00.294055,Internal
DRV-0009756,Credit,65.02575924031407,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009757,Volatility,145.95370898021378,2026-02-11 09:48:00.294055,Internal
DRV-0009758,Credit,153.5033661697064,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009759,Credit,175.11472789961326,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009760,Credit,91.15747660548378,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009761,Volatility,116.37625267344316,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009762,Credit,125.1132844904245,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009763,Volatility,116.80635251840607,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009764,Rates,2.2815218913963005,2026-02-11 09:48:00.294055,Internal
DRV-0009765,Equities,83.53763143913469,2026-02-11 09:48:00.294055,Internal
DRV-0009766,FX,83.37800274976018,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009767,Equities,138.21587931015299,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009768,FX,27.848002017345888,2026-02-09 09:48:00.294055,Internal
DRV-0009769,Commodities,33.985012377755545,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009770,FX,88.31379675361693,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009771,FX,183.05896677473856,2026-02-11 09:48:00.294055,Internal
DRV-0009772,Commodities,149.5983134593927,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009773,Rates,2.6715015331433496,2026-02-08 09:48:00.294055,Bloomberg
DRV-0009774,Equities,72.3895371571358,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009775,Commodities,130.21241999072467,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009776,FX,96.30898477070463,2026-02-11 09:48:00.294055,Internal
DRV-0009777,Equities,172.85475515576792,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009778,Equities,67.0573329947067,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009779,Credit,143.35028293876596,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009780,Commodities,66.88751507722709,2026-02-09 09:48:00.294055,Refinitiv
DRV-0009781,Rates,3.3225347937861756,2026-02-10 09:48:00.294055,Internal
DRV-0009782,Credit,81.93079540211002,2026-02-11 09:48:00.294055,Internal
DRV-0009783,FX,79.61887239693802,2026-02-11 09:48:00.294055,Internal
DRV-0009784,Equities,70.5738973202229,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009785,FX,132.86093053323398,2026-02-11 09:48:00.294055,Internal
DRV-0009786,Rates,3.678591991878574,2026-02-10 09:48:00.294055,Internal
DRV-0009787,Credit,74.28548237233973,2026-02-08 09:48:00.294055,Bloomberg
DRV-0009788,Volatility,124.07852770002526,2026-02-09 09:48:00.294055,Internal
DRV-0009789,Equities,138.80806048641614,2026-02-08 09:48:00.294055,Refinitiv
DRV-0009790,FX,102.93816120606833,2026-02-11 09:48:00.294055,Internal
DRV-0009791,Rates,3.6003348169550113,2026-02-08 09:48:00.294055,Internal
DRV-0009792,Commodities,109.81897904982492,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009793,Rates,3.1624608135963097,2026-02-11 09:48:00.294055,Internal
DRV-0009794,Equities,103.99131669789804,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009795,Commodities,61.997577455744995,2026-02-08 09:48:00.294055,Internal
DRV-0009796,Rates,1.6148316055056804,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009797,Volatility,100.57207431579724,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009798,Volatility,105.14796529974288,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009799,Volatility,73.84876092856003,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009800,FX,72.47240754235477,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009801,Rates,2.8341727784572996,2026-02-10 09:48:00.294055,Internal
DRV-0009802,FX,107.32947301527173,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009803,Rates,2.2253268289043433,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009804,Rates,1.1758076052981963,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009805,Credit,131.81788567551726,2026-02-11 09:48:00.294055,Internal
DRV-0009806,Commodities,31.09305295633062,2026-02-11 09:48:00.294055,Internal
DRV-0009807,Credit,89.67438985408926,2026-02-10 09:48:00.294055,Internal
DRV-0009808,Volatility,73.07473553840818,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009809,Credit,74.50972399059887,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009810,FX,141.89576006769047,2026-02-11 09:48:00.294055,Internal
DRV-0009811,Equities,86.1281675042291,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009812,Commodities,135.59684771125978,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009813,Volatility,111.99874903284099,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009814,Credit,100.04677186944282,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009815,Rates,1.189218650698177,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009816,Volatility,166.8566500485746,2026-02-11 09:48:00.294055,Internal
DRV-0009817,FX,137.31853776866564,2026-02-11 09:48:00.294055,Internal
DRV-0009818,Equities,93.65001073738372,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009819,FX,129.2608512930782,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009820,Equities,76.9384364482374,2026-02-09 09:48:00.294055,Bloomberg
DRV-0009821,Equities,84.111185404736,2026-02-11 09:48:00.294055,Internal
DRV-0009822,Commodities,159.26092244976826,2026-02-08 09:48:00.294055,Bloomberg
DRV-0009823,FX,29.382589387821398,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009824,Credit,91.42762843405818,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009825,Equities,139.11749734884967,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009826,Rates,2.6756261076675667,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009827,Rates,4.094796382336753,2026-02-11 09:48:00.294055,Internal
DRV-0009828,Commodities,114.48178129741218,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009829,Credit,92.67404077511429,2026-02-10 09:48:00.294055,Internal
DRV-0009830,Equities,84.26759410819605,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009831,Volatility,104.73187555062822,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009832,Equities,74.36227562436055,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009833,Rates,4.5586894082832226,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009834,Credit,84.70387647566164,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009835,FX,76.22139490718456,2026-02-08 09:48:00.294055,Internal
DRV-0009836,FX,28.86127272689748,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009837,Equities,72.34075715969406,2026-02-11 09:48:00.294055,Internal
DRV-0009838,FX,51.97173150465058,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009839,Equities,109.69672153396826,2026-02-09 09:48:00.294055,Internal
DRV-0009840,Commodities,120.53229295489757,2026-02-11 09:48:00.294055,Internal
DRV-0009841,Equities,153.30805877964147,2026-02-08 09:48:00.294055,Internal
DRV-0009842,FX,116.18254051548689,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009843,Equities,80.28839264422862,2026-02-11 09:48:00.294055,Internal
DRV-0009844,Credit,90.01833087211706,2026-02-11 09:48:00.294055,Internal
DRV-0009845,Commodities,101.44540544567,2026-02-08 09:48:00.294055,Bloomberg
DRV-0009846,Equities,96.79743164874633,2026-02-10 09:48:00.294055,Internal
DRV-0009847,Equities,60.97977562452956,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009848,Equities,108.3992027580026,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009849,Credit,122.6741614474253,2026-02-10 09:48:00.294055,Internal
DRV-0009850,FX,63.96937308286034,2026-02-10 09:48:00.294055,Internal
DRV-0009851,FX,115.24267728403007,2026-02-10 09:48:00.294055,Internal
DRV-0009852,Equities,64.98832721013629,2026-02-11 09:48:00.294055,Internal
DRV-0009853,Rates,2.001480369167056,2026-02-09 09:48:00.294055,Internal
DRV-0009854,Rates,3.3409881428471095,2026-02-09 09:48:00.294055,Bloomberg
DRV-0009855,Equities,56.96918074099245,2026-02-11 09:48:00.294055,Internal
DRV-0009856,Rates,3.2369544243327146,2026-02-10 09:48:00.294055,Internal
DRV-0009857,Equities,63.73471716672825,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009858,FX,66.81353212044199,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009859,Credit,69.74079440832497,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009860,Volatility,68.6583823462596,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009861,Commodities,66.6261724880994,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009862,Rates,2.809511435549036,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009863,Rates,2.2238040168029505,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009864,Credit,104.63922344756972,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009865,Equities,106.40305520302773,2026-02-10 09:48:00.294055,Internal
DRV-0009866,Commodities,57.50490353869173,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009867,Commodities,129.63773879485373,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009868,Volatility,125.07639564878897,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009869,Rates,1.6251659874105002,2026-02-11 09:48:00.294055,Internal
DRV-0009870,FX,130.19942395886105,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009871,Commodities,110.28463897711161,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009872,Volatility,59.89244120577328,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009873,Equities,167.3410103590289,2026-02-11 09:48:00.294055,Internal
DRV-0009874,Rates,3.0278158195568943,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009875,Volatility,176.13551273996094,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009876,Equities,108.97211018804805,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009877,FX,174.39945875395892,2026-02-11 09:48:00.294055,Internal
DRV-0009878,Credit,111.42376575342838,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009879,Rates,3.841327746468769,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009880,Credit,63.292035863674094,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009881,Equities,103.15276234202278,2026-02-09 09:48:00.294055,Bloomberg
DRV-0009882,Volatility,79.36430483786334,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009883,Credit,81.26656441422519,2026-02-11 09:48:00.294055,Internal
DRV-0009884,Volatility,122.22018122966331,2026-02-11 09:48:00.294055,Bloomberg
DRV-0009885,FX,125.85214891429031,2026-02-10 09:48:00.294055,Refinitiv
DRV-0009886,Equities,69.28406078351615,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009887,Volatility,52.45472643421621,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009888,Commodities,166.31484039929992,2026-02-10 09:48:00.294055,Internal
DRV-0009889,FX,47.826287108820345,2026-02-11 09:48:00.294055,Refinitiv
DRV-0009890,Volatility,106.70900454112629,2026-02-11 09:48:00.294055,Internal
DRV-0009891,FX,43.10763581889023,2026-02-10 09:48:00.294055,Bloomberg
DRV-0009892,FX,111.89092999454014,2026-02-11 09:48:00.294055,Refinitiv
